image,text,pattern_type,state,city,district_number,series,registration_number,layout,font,augmentation_level,render_sha256
images/plate_005318.png,मणिपुर ५८ आईपी ५४९२,full_state,मणिपुर,,५८,आईपी,५४९२,one_line,ITFDevanagari.ttc#6,clean,8b854d2bb36272a7fa7b8af20d30604102273cdb376a71c4307a14abfac68ca1
images/plate_005319.png,एएस ५४ एफएक्स ८५३६,short_state,असम,,५४,एफएक्स,८५३६,one_line,Devanagari Sangam MN.ttc#1,clean,1eb6ded1d498b16cc24ed11f44070c1d48b86491b2df741e3dd3de6792659ea1
images/plate_005320.png,टीएन ०९ एनसी ८७०,short_state,तमिलनाडु,,०९,एनसी,८७०,one_line,ITFDevanagari.ttc#0,clean,800eb1760bc2b7e4e408682307b8ad21e07742087205d28ead5c08b29c9488be
images/plate_005321.png,डीडी ४६ जे ५४५४,short_state,दादरा और नगर हवेली और दमन और दीव,,४६,जे,५४५४,one_line,ITFDevanagari.ttc#2,clean,3f582865c3e4dfa565264691b19d7a631d48a31c196cc2091e50e5c0e7c81a4d
images/plate_005322.png,असमएएस२२जीएफ९५७५,full_state,असम,,२२,जीएफ,९५७५,one_line,Devanagari Sangam MN.ttc#0,clean,d1a7c09854f17c3cd1e1c7becc833ba662872b11f16d3ac13919ec94b9f21beb
images/plate_005323.png,एलडी ३७ बीयू ३३९६,short_state,लक्षद्वीप,,३७,बीयू,३३९६,one_line,ITFDevanagari.ttc#5,clean,3954664a232f954044165da3ef4ef6eb62e7fd59cd141599356049466a7ce248
images/plate_005324.png,एपी १८ क्यू ८८०३,short_state,आंध्र प्रदेश,,१८,क्यू,८८०३,one_line,Shree714.ttc#2,clean,98ccefaa11135bf262493312d51752d0b2a4c44ceb3c82b010d4f111386f6bfb
images/plate_005325.png,डीडी७०आई३१७५,short_state,दादरा और नगर हवेली और दमन और दीव,,७०,आई,३१७५,one_line,ITFDevanagari.ttc#2,clean,690797aae5cd6f8171feeb3a9e72b5df8352222c523244aeeab77a03f4175908
images/plate_005326.png,पीवाई-३७-एनई-५२४५,short_state,पुदुचेरी,,३७,एनई,५२४५,one_line,DevanagariMT.ttc#0,medium,e77fb66453f7de87802c86ffe063eaddaa24f55ebe72b95e700647bd9d058a01
images/plate_005327.png,एमएल-६५-डब्ल्यूओ-४८७३,short_state,मेघालय,,६५,डब्ल्यूओ,४८७३,one_line,ITFDevanagari.ttc#7,clean,c5c91025fbddbde9a3b6979bd5bda3a6af4724a84c5e6fc1a02c6ab5e0135da0
images/plate_005328.png,जीए-७२-एचवाय-८५६०,short_state,गोवा,,७२,एचवाय,८५६०,one_line,ITFDevanagari.ttc#4,mild,554e8205e3ea93d1d8c10f96a7e56f38d395b628b951832aeefdee24fb58bd93
images/plate_005329.png,सीजी ४५ बीके २२९१,short_state,छत्तीसगढ़,,४५,बीके,२२९१,one_line,ITFDevanagari.ttc#8,mild,dd5f8d6ef97bf3b1b23a7813a9b483bb54868e0c02aeb8e4deafc80663715b95
images/plate_005330.png,तेलंगाना ०४ ज़ेडआर ८८६८,full_state,तेलंगाना,,०४,ज़ेडआर,८८६८,one_line,ITFDevanagari.ttc#3,clean,8c2ff6badde0d0fd7d907f81e6e80b7a004724c3f60c62c9d18005e3eb0c7978
images/plate_005331.png,जेके१०एम७६४७,short_state,जम्मू और कश्मीर,,१०,एम,७६४७,one_line,ITFDevanagari.ttc#5,mild,7bd2357750e2370a54be48057302b87be61f40207e61c892d48b9d60607a95c1
images/plate_005332.png,बीआर २४ एन १६५०,short_state,बिहार,,२४,एन,१६५०,one_line,ITFDevanagari.ttc#1,clean,2d355802f73c014cf6a62b2f5bc64f3cd7cbc3193cd6064ab00ce3807b495891
images/plate_005333.png,ओडी १० ओआर ७७७२,short_state,ओडिशा,,१०,ओआर,७७७२,one_line,ITFDevanagari.ttc#5,clean,73ef47760475d451e5b169cf18b5e822882c9d28d2b832bddff0947c7f1ff05f
images/plate_005334.png,महानगरपालिका ६७८६,government,छत्तीसगढ़,,३१,पीजी,६७८६,one_line,ITFDevanagari.ttc#7,clean,29c9a3d28b07d4fd35457aab6a223bb6e69707f09529e349581ec41bec056a21
images/plate_005335.png,ओडी०१ओबी६४८६,short_state,ओडिशा,,०१,ओबी,६४८६,two_line,ITFDevanagari.ttc#9,medium,75cf3daade5503f77e8cde490bf7fba1b3e48d6d718f9747bba7a1ad3704fd9b
images/plate_005336.png,एचआर ४१ वाय ३६२६,short_state,हरियाणा,,४१,वाय,३६२६,one_line,DevanagariMT.ttc#1,clean,e9aa158457ad4349d14a9d19daf9a9ba95075f6d142e04240eb9c8abbb396f9f
images/plate_005337.png,जेके३२जेएल४३६०,short_state,जम्मू और कश्मीर,,३२,जेएल,४३६०,one_line,ITFDevanagari.ttc#0,clean,4664b57cd02824b0349750cf631af7c831b00bfe40d914eb87dfd157759fb420
images/plate_005338.png,हिमाचल प्रदेश-६८-सीए-५८७६,full_state,हिमाचल प्रदेश,,६८,सीए,५८७६,two_line,ITFDevanagari.ttc#0,mild,a514912edf113b8ded1a0b5fb5a245a89f3f6fbf8017e454db4c7c07f2ac0478
images/plate_005339.png,एएस-२६ ओएन १२३१,short_state,असम,,२६,ओएन,१२३१,one_line,ITFDevanagari.ttc#0,clean,ef885ca9e772116ce20df021df8890ae66d213fda7238d57459148ae2472e755
images/plate_005340.png,सीएच ९० एल ३६०३,short_state,चंडीगढ़,,९०,एल,३६०३,one_line,Devanagari Sangam MN.ttc#0,mild,b329904fbe026df58e178993183529307d9e552b16ea674559c5b957529ef535
images/plate_005341.png,एलए ०१ एक्सवी ३३६६,short_state,लद्दाख,,०१,एक्सवी,३३६६,two_line,ITFDevanagari.ttc#3,clean,ab7bacc3b1fe600b736a3df773d9df2940ef9ced201b25b8d3a9dc4d3ad91c14
images/plate_005342.png,एमपी-२२-एल-२२८६,short_state,मध्य प्रदेश,,२२,एल,२२८६,one_line,Arial Unicode.ttf,mild,8c860116efe50b04bf4ca0a89db138252a53600f10420ecbcd43702dc05a69c9
images/plate_005343.png,अंडमान और निकोबार द्वीपसमूह-१३-डब्ल्यू-५७१८,full_state,अंडमान और निकोबार द्वीपसमूह,,१३,डब्ल्यू,५७१८,two_line,ITFDevanagari.ttc#9,clean,40a3464ce781af2305fded4451fb489a3fbd82847385b3174d1983a207298b31
images/plate_005344.png,पीबी-७६-एमटी-४६२८,short_state,पंजाब,,७६,एमटी,४६२८,one_line,Shree714.ttc#3,clean,aa9c5e5417598943eb5d00dd1eb1d679810dd192b8f34d165d4145c1ca8c8882
images/plate_005345.png,द्वारका३१जीजे६४११,city,दिल्ली,द्वारका,३१,जीजे,६४११,one_line,DevanagariMT.ttc#0,medium,bf3514e6498595dbc936d532c56d401038e4e59d5ce33ac7aaf9739d6dc41749
images/plate_005346.png,तेलंगाना८६एमज़ेड०६६०,full_state,तेलंगाना,,८६,एमज़ेड,०६६०,one_line,Devanagari Sangam MN.ttc#0,clean,5bbc8f631179f245de3ec15e9281c01d36b8e0f41e475e2f6117c196ab5e5b6d
images/plate_005347.png,गंगटोक ००४७,city,सिक्किम,गंगटोक,७०,ईके,००४७,one_line,Shree714.ttc#2,medium,322741a5c7c53a495c91f40f4a492a58fd7b11c69a03f1c498603ac6ecd4e34f
images/plate_005348.png,एलए ९६ वीएच ५२२४,short_state,लद्दाख,,९६,वीएच,५२२४,two_line,Arial Unicode.ttf,difficult,711aac9cbf803ccbfc550fbb3f62269f56cb2b6775e421fda33d59819ce2315b
images/plate_005349.png,एपी ०५ सीडब्ल्यू ९१०५,short_state,आंध्र प्रदेश,,०५,सीडब्ल्यू,९१०५,two_line,ITFDevanagari.ttc#6,mild,56b79da2ee638c7af4b24b6ff0688b80e3b20ea152aa2e0445da417bd7c6d11a
images/plate_005350.png,एमपी२५ओएम३७८,short_state,मध्य प्रदेश,,२५,ओएम,३७८,one_line,DevanagariMT.ttc#0,clean,52a260254f63cebbabb0aaa518fe6fd5f86fb0502e443a1e94e6cf48636ef090
images/plate_005351.png,यूपी२४ईएन४०४४,short_state,उत्तर प्रदेश,,२४,ईएन,४०४४,one_line,ITFDevanagari.ttc#3,clean,9dcb09f18483e56781af78ffb3d86506df84e4e9e424285497caf877382edb3c
images/plate_005352.png,एनएल३३ओवी५३५३,short_state,नागालैंड,,३३,ओवी,५३५३,one_line,ITFDevanagari.ttc#3,difficult,02d3eb4936f80f128fc979221884bf3402cc7c03f2e360dc7f08181bf0711934
images/plate_005353.png,नागपूर ८७२१,city,महाराष्ट्र,नागपूर,८१,ज़ेड,८७२१,one_line,ITFDevanagari.ttc#1,clean,bffe1f2f177820984cd648ae68739b3c68dd0c0b867a70bfbbf16f450985d15a
images/plate_005354.png,डीएल  ६२  डब्ल्यू  २११०,short_state,दिल्ली,,६२,डब्ल्यू,२११०,one_line,ITFDevanagari.ttc#8,clean,6a50a536c85635366c817089b615a4310f12845a2c80ffb307a4dffd6b5e96b1
images/plate_005355.png,कन्नूर-९८ टीक्यू-२८१३,city,केरल,कन्नूर,९८,टीक्यू,२८१३,two_line,Shree714.ttc#0,mild,676dd3366f37b5e3b1cdf6dea076ba04ee77fe9c9e64b1329a0bfb9b0b0dad16
images/plate_005356.png,केए ३९ एसएन ५८६७,short_state,कर्नाटक,,३९,एसएन,५८६७,one_line,ITFDevanagari.ttc#5,clean,dda4a302f9f805be62133035a5a6820358e493de3d7e6add4b69c7d1df25f8f2
images/plate_005357.png,यूपी४७ई२५४५,short_state,उत्तर प्रदेश,,४७,ई,२५४५,one_line,ITFDevanagari.ttc#9,mild,5fc7d3c1b853d8837e7de6ab21c95c1d0050d310871e8185acac48be59fafdca
images/plate_005358.png,डीडी १२ बीटी ५३११,short_state,दादरा और नगर हवेली और दमन और दीव,,१२,बीटी,५३११,two_line,ITFDevanagari.ttc#4,clean,4181197f1e22b8e4503f23f9e4491ab694210580672795d3a4bc399ff5e01fc7
images/plate_005359.png,एमजेड-४७-ईई-८७२४,short_state,मिजोरम,,४७,ईई,८७२४,one_line,ITFDevanagari.ttc#9,clean,a74f367d1a3439c5de7880912663db5e2ad9e45325d19738f8c393f4854c9365
images/plate_005360.png,भारत सरकार-५५३५,government,जम्मू और कश्मीर,,०७,आरजे,५५३५,two_line,Shree714.ttc#0,difficult,018796075730d944e0e04ac4e94b4cef491b83b3fe6d63eb24237e8e290561ef
images/plate_005361.png,अंडमान और निकोबार द्वीपसमूह ४२ जेएल ७३५७,full_state,अंडमान और निकोबार द्वीपसमूह,,४२,जेएल,७३५७,one_line,DevanagariMT.ttc#0,clean,3eccd0ec66c0eae3fb630adb0b922a924bfd865896d59ae06e745502006044c4
images/plate_005362.png,मध्य प्रदेश५४आईएल०५१७,full_state,मध्य प्रदेश,,५४,आईएल,०५१७,one_line,Shree714.ttc#2,clean,132ddc593ecb46468fcc32b9e03b804317e5a1fc085d199e67b45b1a4759576c
images/plate_005363.png,जीजे ७६ केके ७९७६,short_state,गुजरात,,७६,केके,७९७६,one_line,Shree714.ttc#1,clean,353a02a93bbdd22b940bcd436388f9d8e4103eca294ebec8454bc75966a11e2c
images/plate_005364.png,डीडी ७६ वीज़ेड ७८८०,short_state,दादरा और नगर हवेली और दमन और दीव,,७६,वीज़ेड,७८८०,one_line,Shree714.ttc#0,mild,cf54e0b4c9aad8894cba6bd47904e98f7da8816aa83ec2595baf92887d00e833
images/plate_005365.png,एएस ९५ ज़ेड ८३,short_state,असम,,९५,ज़ेड,८३,two_line,ITFDevanagari.ttc#4,mild,a9ed5179cc9702c7bee383e75818e19bffa6cf98cf41e9efe87a01f0a219f6ca
images/plate_005366.png,जेएच९८एलयू८६९४,short_state,झारखंड,,९८,एलयू,८६९४,two_line,Shree714.ttc#0,clean,5f53418447707c0fd3e2daeb964dc5d2221eda68ebda05c0b2f6d6b001f2e46e
images/plate_005367.png,एएन-४२-सीवी-१२८५,short_state,अंडमान और निकोबार द्वीपसमूह,,४२,सीवी,१२८५,one_line,ITFDevanagari.ttc#6,mild,e8ee1c1a3ac10aa81839625f66b0a0bc417bc5cf2a2d89bf4a3fc849714a442b
images/plate_005368.png,बीआर ४२ ए ९९५२,short_state,बिहार,,४२,ए,९९५२,two_line,DevanagariMT.ttc#1,clean,dabefb6c49014ff1e0fe05346ae4f2ca68cc6adc4c4c4eefe504a62b482fd0f9
images/plate_005369.png,गुजरात ४० एचए ४७९७,full_state,गुजरात,,४०,एचए,४७९७,one_line,ITFDevanagari.ttc#0,mild,73376d96154a0e07dd936ed60698e1246ebf4a30aa74940d90b08bf62ddcc54f
images/plate_005370.png,कोच्चि-६०-एलडी-४०८४,city,केरल,कोच्चि,६०,एलडी,४०८४,one_line,ITFDevanagari.ttc#9,mild,bdc21251df96813eaa3675ec3d70530ef81784254b5890cd85cdb9a8954390ed
images/plate_005371.png,बीआर८८ईके७४९८,short_state,बिहार,,८८,ईके,७४९८,one_line,ITFDevanagari.ttc#8,clean,ca82e68205a2105adb42175451eb670bb1a345c51a457bec9ccda7a9d1451684
images/plate_005372.png,एमएच २७ केके ९६१,short_state,महाराष्ट्र,,२७,केके,९६१,one_line,ITFDevanagari.ttc#6,clean,6131d5596005df2aff859e50e79fe921b83871515eb61beae48a1d020470de91
images/plate_005373.png,राजस्थान ३० केए १०५४,full_state,राजस्थान,,३०,केए,१०५४,one_line,ITFDevanagari.ttc#1,mild,f4666e3e3883252a458aa20ed40b067231dd41536bb115f6f199f441341df721
images/plate_005374.png,रत्नागिरी७७७५,city,महाराष्ट्र,रत्नागिरी,५६,डी,७७७५,two_line,ITFDevanagari.ttc#5,clean,c8fe688216e80566c83eee2c2e288238e1c75cfa40b3d6439a3f0fc54bc9ba1b
images/plate_005375.png,यूपी-११-एनटी-०२५६,short_state,उत्तर प्रदेश,,११,एनटी,०२५६,two_line,ITFDevanagari.ttc#1,clean,beecf8e72bb97d3a4adaf6b9410d0318193bad11eb432d1eff23394444d5b4e8
images/plate_005376.png,मणिपुर६२एलई१९०३,full_state,मणिपुर,,६२,एलई,१९०३,one_line,ITFDevanagari.ttc#7,medium,73c5a95185264b8b72ff0254e09f0dac8a441d773f1843a86a6ad035e0cee23f
images/plate_005377.png,जेएच  १५  डब्ल्यूआर  ७७३२,short_state,झारखंड,,१५,डब्ल्यूआर,७७३२,one_line,ITFDevanagari.ttc#3,clean,ff3c20c189968311ef00c0e186fba03d342a8c56250f0e4293e261d17378649d
images/plate_005378.png,अगत्ती १९-बीटी ७७५२,city,लक्षद्वीप,अगत्ती,१९,बीटी,७७५२,two_line,ITFDevanagari.ttc#9,clean,15723bf03ceb1494b8f2b3dd5e61bfadb1ebe6e394f5beede5179e55bf27b4a8
images/plate_005379.png,गोवा २६ जीएन ५४७७,full_state,गोवा,,२६,जीएन,५४७७,two_line,Shree714.ttc#3,mild,a7b98abe8fa8b3f9eb7fefc9c89957d1ba4a1b24e8812c1a21b90da4e186803a
images/plate_005380.png,पंजाब-५४-डीक्यू-३७८३,full_state,पंजाब,,५४,डीक्यू,३७८३,two_line,Devanagari Sangam MN.ttc#0,mild,a846ec74246ef83b73ebb7f54b84fcd9fd985b4426d6d55510b3997988548d32
images/plate_005381.png,पुदुचेरी ५६ सी ९२६१,full_state,पुदुचेरी,,५६,सी,९२६१,one_line,Shree714.ttc#0,clean,f7191815b9cb47157b6b685ed4352906b403228aff777391970db3c7d74aaf6e
images/plate_005382.png,डब्ल्यूबी८९ओ२०१४,short_state,पश्चिम बंगाल,,८९,ओ,२०१४,one_line,Arial Unicode.ttf,clean,bff82da733fa9016c091a534a42533d33715630aec859d8320b1ae0b535d5082
images/plate_005383.png,त्रिपुरा०३एक्स५३१७,full_state,त्रिपुरा,,०३,एक्स,५३१७,one_line,ITFDevanagari.ttc#6,clean,57efa8ce9eb29ec7c11436ac3852c7f57d7a5d046e63fb06dc5a8618196a9dfa
images/plate_005384.png,लक्षद्वीप ०४ ओओ ३२८४,full_state,लक्षद्वीप,,०४,ओओ,३२८४,two_line,ITFDevanagari.ttc#2,mild,b37f9499152ce23844ec7bba5634fd76a358dbac711aefbf251b967fc1e185f2
images/plate_005385.png,कोटा-२९६७,city,राजस्थान,कोटा,९८,जीटी,२९६७,one_line,Shree714.ttc#1,clean,3ad9696f1a26f1c3563bbc8a166b24cb958dd5c5c5b450f63cc2ea48457841df
images/plate_005386.png,डब्ल्यूबी-८६-क्यूजी-८,short_state,पश्चिम बंगाल,,८६,क्यूजी,८,one_line,ITFDevanagari.ttc#1,clean,f9bb23d8b144fe028b0512dbe1178c185a92fad94bc1bc872e975e7f3b098847
images/plate_005387.png,कोलकाता ०३ एएफ ६५६४,city,पश्चिम बंगाल,कोलकाता,०३,एएफ,६५६४,one_line,ITFDevanagari.ttc#8,mild,12b2d599ca3fc58fdfc637a69013aca74ee6d1c159b8e9a5dc529d76972d0e61
images/plate_005388.png,टीएस-७२-वीसी-२७३४,short_state,तेलंगाना,,७२,वीसी,२७३४,one_line,ITFDevanagari.ttc#5,clean,cb5d7120333d597d8840f3ed87690760fab9b8af6f8092630b748d196746771f
images/plate_005389.png,लद्दाख ७० एक्स ९२९६,full_state,लद्दाख,,७०,एक्स,९२९६,one_line,ITFDevanagari.ttc#8,clean,cccddd12f3d332b611befbdbc42016b4bb079e4da20962d9df052a81fb8a5d38
images/plate_005390.png,जीजे ९० एनई ५१९४,short_state,गुजरात,,९०,एनई,५१९४,one_line,ITFDevanagari.ttc#6,clean,3d988c135fe11dfb9500a72733fccc45ed2096c98dbdda3c4c4339aa00fc3d4e
images/plate_005391.png,जिल्हा परिषद ६०६,government,असम,,५८,एफए,६०६,one_line,Devanagari Sangam MN.ttc#0,mild,ef11b74bdc873c3d72cc5171efde3acb8299356bae5c00fdb8f96ad154b5fbca
images/plate_005392.png,एलडी८०एफ५२५७,short_state,लक्षद्वीप,,८०,एफ,५२५७,one_line,ITFDevanagari.ttc#0,mild,1b7cc5bc070ed6160df84291869c2d90b9f23c91a8053c755ed2a7857c13d82a
images/plate_005393.png,यूके-१२-आईडब्ल्यू-२७१९,short_state,उत्तराखंड,,१२,आईडब्ल्यू,२७१९,one_line,Shree714.ttc#2,difficult,629d3908870a0dfa8cffe4c25679a4d695cf5c1d1e7464bc935061275c145e8c
images/plate_005394.png,गंगटोक  ८२१,city,सिक्किम,गंगटोक,४३,क्यूआर,८२१,one_line,Arial Unicode.ttf,clean,3d1bf2858aaf967a60c37c6854622744c35045cafd0fbf6ec5a3c28d1ad549bc
images/plate_005395.png,एपी २३ जीसी ०८६८,short_state,आंध्र प्रदेश,,२३,जीसी,०८६८,one_line,ITFDevanagari.ttc#0,difficult,bb0a2307f4b3a3e0ebe4c8dca62aef7377f47efcc9ffc601e66cd442f4b5fc3c
images/plate_005396.png,अरुणाचल प्रदेश ८६ एलक्यू ६६६१,full_state,अरुणाचल प्रदेश,,८६,एलक्यू,६६६१,one_line,ITFDevanagari.ttc#6,clean,43c444e1a08ad639cac3c5209cc62b7471c4ba33e8e7ebb3133d5874ee1e77a0
images/plate_005397.png,एचपी२२एसडब्ल्यू९७३६,short_state,हिमाचल प्रदेश,,२२,एसडब्ल्यू,९७३६,one_line,Devanagari Sangam MN.ttc#0,clean,ee9b9e75b7ce8a7e9ddacbd222a12d7bde66ab29706c9374887558f7f2c46a4b
images/plate_005398.png,मध्य प्रदेश५९ईवी४६४४,full_state,मध्य प्रदेश,,५९,ईवी,४६४४,two_line,Arial Unicode.ttf,clean,be954101b14e44ac2df5c9b8dc74acad68ffb0e4ae5547c5019cdf451b298ef3
images/plate_005399.png,गोवा ५९ पीआर ५९११,full_state,गोवा,,५९,पीआर,५९११,one_line,ITFDevanagari.ttc#4,clean,eef314a395ab62bec1d3d131f302f071283fe792e35bc8fcb72bb2b9674f463c
images/plate_005400.png,एआर१६जीआई६१०५,short_state,अरुणाचल प्रदेश,,१६,जीआई,६१०५,one_line,DevanagariMT.ttc#0,mild,5a0f22c458fa76ce46d583821819fa5733d45353c556e70506cdf39a5115a933
images/plate_005401.png,एएस ८० एलए ९३०७,short_state,असम,,८०,एलए,९३०७,two_line,ITFDevanagari.ttc#8,clean,6679012a59a62add0460581ac0d446df414d5da6384637c02c85d2f8ddf0cff0
images/plate_005402.png,आंध्र प्रदेश ३९ जी ३३९८,full_state,आंध्र प्रदेश,,३९,जी,३३९८,one_line,DevanagariMT.ttc#0,clean,d746c4218bf5cc7c7136171f5626c48ee3259e489fae2362a1fa9cde17370158
images/plate_005403.png,एमपी ११ एलएफ ५३०,short_state,मध्य प्रदेश,,११,एलएफ,५३०,one_line,Shree714.ttc#3,medium,9c3835941957a4c5518b4676cad23969a93690bd3d928de03b791003e15de7fa
images/plate_005404.png,जीए९०केजे३२७८,short_state,गोवा,,९०,केजे,३२७८,one_line,Shree714.ttc#3,clean,17a7b782e8bb9531175d4cccba33cdf456234134bba9317e5cf4d2c11f7348b9
images/plate_005405.png,जीए-६९-जीआर-४,short_state,गोवा,,६९,जीआर,४,one_line,ITFDevanagari.ttc#1,clean,1e551403b49d0c37d47b9dff0c351d38882f19e59213b4a14cf17eb77e9919d4
images/plate_005406.png,टीएन-६३-वायवाय-२७९७,short_state,तमिलनाडु,,६३,वायवाय,२७९७,one_line,DevanagariMT.ttc#1,medium,86d9c6535d6cfdb226618a42ef9c35794b3ec0d6b82cb8db183e79a5d285169d
images/plate_005407.png,राजस्थान ६८ बी ८१८७,full_state,राजस्थान,,६८,बी,८१८७,one_line,Shree714.ttc#1,medium,0e712c016aededab34e204d45ac5fc4edce5dbcc25e23c5012e1d6511e5ebcd5
images/plate_005408.png,पश्चिम बंगाल डब्ल्यूबी ८६ एक्सए ०६१५,full_state,पश्चिम बंगाल,,८६,एक्सए,०६१५,one_line,ITFDevanagari.ttc#1,mild,4ad3e28e0471038835d767a7978f238f8f10a269a913dad07c8bb870794b51a5
images/plate_005409.png,दिल्ली८५जेएस३२६१,full_state,दिल्ली,,८५,जेएस,३२६१,one_line,ITFDevanagari.ttc#8,clean,6fb698dd76c6b794956b346fe8d5cac89511a6198f4d10d46e5f549e2eca2f7a
images/plate_005410.png,पीवाई ८५ क्यूओ ८०४६,short_state,पुदुचेरी,,८५,क्यूओ,८०४६,one_line,Devanagari Sangam MN.ttc#1,clean,1ff43db6008e952bdf6150ec25ecaa4f454ff65a4b02dca00bd683e2182fad71
images/plate_005411.png,यूके २६ आईएक्स ९०३५,short_state,उत्तराखंड,,२६,आईएक्स,९०३५,one_line,Devanagari Sangam MN.ttc#0,clean,e09a5efee563605babb070ebd718402a1ceaf2f93d44b84c6975fbafeac2d748
images/plate_005412.png,केरल ६३ आर ३११६,full_state,केरल,,६३,आर,३११६,one_line,ITFDevanagari.ttc#4,clean,b5ef451afa1609b12f5f336a1c35ba2c931646b2e14082cb1ca76e7374fc9486
images/plate_005413.png,एपी-५५-एफजे-९१७३,short_state,आंध्र प्रदेश,,५५,एफजे,९१७३,one_line,ITFDevanagari.ttc#9,medium,5652b90c56fe8711cdbf1ceaf3f4f84e456d6900277c798ecf95ddb3d6433f3d
images/plate_005414.png,त्रिपुरा-४९-ओएच-७०९९,full_state,त्रिपुरा,,४९,ओएच,७०९९,one_line,ITFDevanagari.ttc#0,clean,a449b243e8b487468dab22cbb855b226c805ebbb7e8f65de20c4cfaa935f50fa
images/plate_005415.png,एमएन  ५९  सी  ०११८,short_state,मणिपुर,,५९,सी,०११८,one_line,DevanagariMT.ttc#0,clean,70be34c0b8d12c131a5cfa8f8ea73bfbd19a85eefdc61bec0f67720769ed5429
images/plate_005416.png,एनएल ३५ एक्सवी १७४४,short_state,नागालैंड,,३५,एक्सवी,१७४४,one_line,ITFDevanagari.ttc#8,mild,5d1989649e79485881ee02abd5325e30b8f7a813d1a4b8907a7aff4f6151bd2d
images/plate_005417.png,एसके-५५-डीओ-६४७,short_state,सिक्किम,,५५,डीओ,६४७,one_line,ITFDevanagari.ttc#6,clean,7fe746ceaff722ea8615f39abd9d527a86bba3f4ee47c35654a328276f9b8c9e
images/plate_005418.png,पश्चिम बंगाल २२ वी ०११,full_state,पश्चिम बंगाल,,२२,वी,०११,one_line,ITFDevanagari.ttc#6,mild,9d56255bea5e366e9e8634a180c388c4b274aa8a7b50bd827bc65eb901021b8d
images/plate_005419.png,बीआर १९ एन ११८३,short_state,बिहार,,१९,एन,११८३,one_line,ITFDevanagari.ttc#6,clean,674ec7fdafb53d46c601e97351dae52876345359da9fecfaf5871d047573d1c1
images/plate_005420.png,एमएल३९क्यूवाय०६०५,short_state,मेघालय,,३९,क्यूवाय,०६०५,one_line,Shree714.ttc#0,clean,694a4030a030fe03befafc1a12301ba68d9cb493f6514eee7a0ef992341644c6
images/plate_005421.png,दिल्ली ८३ टीएल ६२२६,full_state,दिल्ली,,८३,टीएल,६२२६,one_line,Shree714.ttc#2,medium,91835a701134af5a8c6e9748f23f7127eaa8442fa5f1531283d16442717300c8
images/plate_005422.png,डीडी९८वाय७५७,short_state,दादरा और नगर हवेली और दमन और दीव,,९८,वाय,७५७,one_line,Shree714.ttc#2,medium,520ae662c08e04ec1ee5d46f6bedf921d473f47642a25294ec8df338a614d8d6
images/plate_005423.png,एएस  २६  एक्सए  ०१०७,short_state,असम,,२६,एक्सए,०१०७,two_line,Shree714.ttc#3,clean,43b0f1cce70acc8204c1c4f35ddcfe7042aafb5c881abc25310a5e2e94606c7e
images/plate_005424.png,एमजेड १६ केके १८,short_state,मिजोरम,,१६,केके,१८,one_line,Devanagari Sangam MN.ttc#0,mild,bc05b7b67b56cb85aacdfa81edb3e1bf31d0a74f2a4a7f35cfc95a166893e2ef
images/plate_005425.png,जीए ६५ एलवाय ५२३५,short_state,गोवा,,६५,एलवाय,५२३५,one_line,Shree714.ttc#1,clean,37348c8af7f3a0e59013109bc363c40f079539ffa00cc3acea0cca4de739bbb2
images/plate_005426.png,वडोदरा३२जीएफ९४८१,city,गुजरात,वडोदरा,३२,जीएफ,९४८१,one_line,ITFDevanagari.ttc#0,medium,688087f584eba0222ae4da00435a10228f6e5fe8d0fa91aba705619ec406120e
images/plate_005427.png,जेएच  ९४  यू  ७५३१,short_state,झारखंड,,९४,यू,७५३१,one_line,Shree714.ttc#2,clean,97f04d7ca313b62ab3bec698b4cdf4233f29e1ffb014536fad9e681736c2aab6
images/plate_005428.png,शिलांग४१आरएस५०५७,city,मेघालय,शिलांग,४१,आरएस,५०५७,one_line,Shree714.ttc#2,mild,bafecef6aec8bfafd89c4d7a235350a25f552053c90b30af4a209c430eed0fe6
images/plate_005429.png,गुजरात१४एमके४३९२,full_state,गुजरात,,१४,एमके,४३९२,two_line,DevanagariMT.ttc#0,clean,caeb272f92551be75f7d3c43be42a07442bcfd6aeaa11f5f520001627f4b8655
images/plate_005430.png,टीआर-२२-टीडी १५५५,short_state,त्रिपुरा,,२२,टीडी,१५५५,one_line,ITFDevanagari.ttc#7,difficult,e50ad60736453a80ad2a62a02bc459055ac0865e320c06cef7740939de0c6566
images/plate_005431.png,जीजे  ८२  ज़ेडडी  ३२४१,short_state,गुजरात,,८२,ज़ेडडी,३२४१,two_line,Shree714.ttc#3,mild,ef9ea799fba7428f8a39a4aba4874b4375fe8d8dd8647be4e5ac186387efa1db
images/plate_005432.png,सीजी-०३-डब्ल्यूआई-७०२७,short_state,छत्तीसगढ़,,०३,डब्ल्यूआई,७०२७,two_line,ITFDevanagari.ttc#3,clean,b18b335f995bff5b393e5908955c5b4f8dbfc65f04cb9b04d5f433cc0f1e6ea7
images/plate_005433.png,नगरपालिका ४४०६,government,गुजरात,,१६,एयू,४४०६,one_line,ITFDevanagari.ttc#9,clean,e77da1f658bf425e2ab7e41c4f751149faeffd3dd7249afe34364ef51aca87fc
