split,n_lines,label,read,edit,agree,conf,path
val,1,MH46BV0688,INOMH2V0688,6,False,0.611,/home/calua/number_plate/data/ocr/val/real_ce2ada1f09ec.jpg
val,1,MH20CS1941,MH20,6,False,0.646,/home/calua/number_plate/data/ocr/val/real_987b55f85b19.jpg
test,1,GA01S5594,GASSSSY,6,False,0.595,/home/calua/number_plate/data/ocr/test/real_f465a08a94a3.jpg
test,1,MH20CS9817,MH20,6,False,0.717,/home/calua/number_plate/data/ocr/test/real_495ce9a1739f.jpg
test,1,MH02ER9194,02QER9,6,False,0.611,/home/calua/number_plate/data/ocr/test/real_f7e884d74150.jpg
test,1,MH14DX9938,9938,6,False,0.638,/home/calua/number_plate/data/ocr/test/real_84d7152c138a.jpg
test,1,MH02DZ9898,9898,6,False,0.795,/home/calua/number_plate/data/ocr/test/real_2f9b65548375.jpg
test,1,GJ01MW7581,ND1758,6,False,0.646,/home/calua/number_plate/data/ocr/test/real_3c8add60600e.jpg
test,1,MH03AM3025,13025,6,False,0.76,/home/calua/number_plate/data/ocr/test/real_15fe4d7e7383.jpg
test,1,UP80CR00,80,6,False,0.625,/home/calua/number_plate/data/ocr/test/real_587cc29d99f4.jpg
train,2,MH01AX3070,MHAX,6,False,0.623,/home/calua/number_plate/data/ocr/train/real_81ae03e10b34.jpg
train,1,MH01AV7461,17461,5,False,0.64,/home/calua/number_plate/data/ocr/train/real_a441a7f390fa.jpg
train,1,BR01DG6692,18801066692,5,False,0.674,/home/calua/number_plate/data/ocr/train/real_55abcdaec169.jpg
train,1,BR01AW1250,BRQA20,5,False,0.506,/home/calua/number_plate/data/ocr/train/real_2535113abd5d.jpg
train,1,TS08FZ8298,TS8F2,5,False,0.557,/home/calua/number_plate/data/ocr/train/real_602d3f4e3d48.jpg
train,1,GJ12FA0735,FEJ13F10739,5,False,0.541,/home/calua/number_plate/data/ocr/train/real_1b7f0dbf9b0b.jpg
train,1,MH47N4570,MH47,5,False,0.636,/home/calua/number_plate/data/ocr/train/real_3cadb60a3208.jpg
train,1,HR99EX6037,HR99EEXTEMP6037,5,False,0.718,/home/calua/number_plate/data/ocr/train/real_4b678051e03f.jpg
train,1,RJ27TA1143,R27A3,5,False,0.605,/home/calua/number_plate/data/ocr/train/real_8027a2be682a.jpg
train,1,DL10CG4693,INDDL10CGG2693,5,False,0.593,/home/calua/number_plate/data/ocr/train/real_5e7e71958510.jpg
train,1,DL6CAB123X,INODL6CAB12123X,5,False,0.599,/home/calua/number_plate/data/ocr/train/real_fd175df534dd.jpg
train,1,AR118724,8784,5,False,0.652,/home/calua/number_plate/data/ocr/train/real_03a57421f804.jpg
train,1,MH05DS8679,MHO05067,5,False,0.604,/home/calua/number_plate/data/ocr/train/real_983224916bb0.jpg
train,1,MH46AD5258,46258,5,False,0.576,/home/calua/number_plate/data/ocr/train/real_6f8763379a09.jpg
train,1,AR01J0123,AR23,5,False,0.608,/home/calua/number_plate/data/ocr/train/real_264378cd408a.jpg
train,1,MH02DJ8952,2018952,5,False,0.614,/home/calua/number_plate/data/ocr/train/real_63b47e092b4b.jpg
train,1,MH02DS9365,MHH0212DS939365,5,False,0.599,/home/calua/number_plate/data/ocr/train/real_6bc43eecbef3.jpg
train,1,RJ09C84382,TE308C84389,5,False,0.635,/home/calua/number_plate/data/ocr/train/real_6ebf6835c9ef.jpg
train,1,KL55R2473,KL55,5,False,0.628,/home/calua/number_plate/data/ocr/train/real_12dd5c623ef3.jpg
train,1,MH02DS9365,039365,5,False,0.782,/home/calua/number_plate/data/ocr/train/real_2749b3db6a56.jpg
train,1,JK13C4452,送136852,5,False,0.529,/home/calua/number_plate/data/ocr/train/real_030b43047656.jpg
train,1,MH01AU0059,HO1AUO0SS,5,False,0.698,/home/calua/number_plate/data/ocr/train/real_464cf952be6f.jpg
train,1,MH4705851,1055851,5,False,0.593,/home/calua/number_plate/data/ocr/train/real_5d474f12da67.jpg
train,1,MH02BQ9628,MB02BQ,5,False,0.718,/home/calua/number_plate/data/ocr/train/real_11139e36a58b.jpg
train,1,MH47N4570,MH47,5,False,0.59,/home/calua/number_plate/data/ocr/train/real_d85af3985aa5.jpg
train,1,RJ27TC0530,U87160530,5,False,0.581,/home/calua/number_plate/data/ocr/train/real_87580de0e474.jpg
train,1,AN01D4163,HANO1D40538,5,False,0.564,/home/calua/number_plate/data/ocr/train/real_b115dcc211f9.jpg
train,1,MH02DS9365,109365,5,False,0.632,/home/calua/number_plate/data/ocr/train/real_309dd28f8004.jpg
train,1,PY01CV2447,PYOC242,5,False,0.61,/home/calua/number_plate/data/ocr/train/real_3dce889d91e3.jpg
train,1,MH02EE8407,NO2EE207,5,False,0.501,/home/calua/number_plate/data/ocr/train/real_f6eb6ad86da0.jpg
train,1,PB10CQ0006,PEIOCO000,5,False,0.608,/home/calua/number_plate/data/ocr/train/real_4db34c8ce74b.jpg
train,1,KL55R2473,5527,5,False,0.637,/home/calua/number_plate/data/ocr/train/real_c0429adb9136.jpg
train,1,MH01AU0059,MHO100,5,False,0.523,/home/calua/number_plate/data/ocr/train/real_2b8475b8d0bb.jpg
train,1,MH02DS9365,MHH022DS9336365,5,False,0.546,/home/calua/number_plate/data/ocr/train/real_646003e6add6.jpg
train,1,HR99EX6037,HR99EXTEMP66037,5,False,0.781,/home/calua/number_plate/data/ocr/train/real_fde6d8003e02.jpg
val,1,MH43BU2401,MUA3BU2,5,False,0.614,/home/calua/number_plate/data/ocr/val/real_7f9bafc90233.jpg
val,1,CG22AB1111,CO22181,5,False,0.509,/home/calua/number_plate/data/ocr/val/real_bd3d5f143b3d.jpg
val,1,PY01BL1155,BLL155,5,False,0.624,/home/calua/number_plate/data/ocr/val/real_84b5635c1cc1.jpg
val,1,MH20CS1941,MH941,5,False,0.652,/home/calua/number_plate/data/ocr/val/real_b8946e182b58.jpg
val,1,MH01DT1917,MHO1DT,5,False,0.749,/home/calua/number_plate/data/ocr/val/real_cf0b342ff49f.jpg
val,1,HR99BJ6662,HR99BJTTEMP6662,5,False,0.721,/home/calua/number_plate/data/ocr/val/real_75e23ee337a0.jpg
val,1,MH01BT9066,XE电8T9066,5,False,0.564,/home/calua/number_plate/data/ocr/val/real_64656fecee39.jpg
val,1,MH02EU4077,O28O4077,5,False,0.549,/home/calua/number_plate/data/ocr/val/real_04913c0545f6.jpg
val,1,TN52U1580,1580,5,False,0.705,/home/calua/number_plate/data/ocr/val/real_41a212ad9550.jpg
test,1,MH04GM7982,INOMHOZGM7982,5,False,0.615,/home/calua/number_plate/data/ocr/test/real_e1f3496f199e.jpg
train,2,MH02EZ2599,HH022599EZ,5,False,0.634,/home/calua/number_plate/data/ocr/train/real_32ef74d270a6.jpg
test,2,MH47AV6753,IND皖MH47AV67553,5,False,0.662,/home/calua/number_plate/data/ocr/test/real_2c6969cd4952.jpg
test,3,TN66T5836,ONDATN66T583,5,False,0.648,/home/calua/number_plate/data/ocr/test/real_45e117eb098a.jpg
train,1,DL3CCQ0107,ONIDL33CCQ0107,4,False,0.665,/home/calua/number_plate/data/ocr/train/real_1cab6bb0bf68.jpg
train,1,KA04ME9869,ME9869,4,False,0.766,/home/calua/number_plate/data/ocr/train/real_bd050af56283.jpg
train,1,MH01AH8495,CHHO1AH8Z95,4,False,0.74,/home/calua/number_plate/data/ocr/train/real_a4192d6f3289.jpg
train,1,WB74X7605,X7605,4,False,0.811,/home/calua/number_plate/data/ocr/train/real_a08512a161ef.jpg
train,1,DL6CAB123X,INDCAB1123X,4,False,0.528,/home/calua/number_plate/data/ocr/train/real_b32c0766478f.jpg
train,1,MH01BD1897,011897,4,False,0.598,/home/calua/number_plate/data/ocr/train/real_844e9d1ba16e.jpg
train,1,MH01BD2186,BD2186,4,False,0.81,/home/calua/number_plate/data/ocr/train/real_efb59f68b82e.jpg
train,1,MH01CV6333,INDMH01CY6333,4,False,0.732,/home/calua/number_plate/data/ocr/train/real_5a26960dff2b.jpg
train,1,MH02DS3099,20S3099,4,False,0.522,/home/calua/number_plate/data/ocr/train/real_600c65ab056f.jpg
train,1,MH04DW8351,NDMHOZDW8351,4,False,0.574,/home/calua/number_plate/data/ocr/train/real_21138e3d1cef.jpg
train,1,KA51P7755,SKASTPT755,4,False,0.554,/home/calua/number_plate/data/ocr/train/real_f7982726ed1a.jpg
train,1,JK03A8042,JNO3AB048,4,False,0.582,/home/calua/number_plate/data/ocr/train/real_ff98b9ce4b77.jpg
train,1,TN21AT0492,PENNTN21AT0492,4,False,0.574,/home/calua/number_plate/data/ocr/train/real_d79101276259.jpg
train,1,KA29Z999,IND29999,4,False,0.527,/home/calua/number_plate/data/ocr/train/real_4104c2ff268b.jpg
train,1,MH01AX3070,101AX313070,4,False,0.668,/home/calua/number_plate/data/ocr/train/real_3e0209cb489b.jpg
train,1,RJ20UB0137,R42O0B137,4,False,0.501,/home/calua/number_plate/data/ocr/train/real_f30d0596683e.jpg
train,1,OD01Q4668,ODD1O406,4,False,0.602,/home/calua/number_plate/data/ocr/train/real_66e3bcd31e73.jpg
train,1,WB06H2237,06237,4,False,0.522,/home/calua/number_plate/data/ocr/train/real_9884b35390af.jpg
train,1,PY02L4602,0214642,4,False,0.585,/home/calua/number_plate/data/ocr/train/real_a5403292ba7a.jpg
train,1,HR99HA4575,HR99HATEMP4575,4,False,0.822,/home/calua/number_plate/data/ocr/train/real_7f6fc39a9fdc.jpg
train,1,MH02BQ9628,NI02BQ9662,4,False,0.614,/home/calua/number_plate/data/ocr/train/real_fd5eeeae9a6c.jpg
train,1,MH04DW8351,ONMHOZDW8351,4,False,0.564,/home/calua/number_plate/data/ocr/train/real_3fdd7db47d1a.jpg
train,1,AS01DS7523,1501057523,4,False,0.832,/home/calua/number_plate/data/ocr/train/real_0e3a385b7673.jpg
train,1,MH20BY3665,MH2120BY366565,4,False,0.59,/home/calua/number_plate/data/ocr/train/real_e8c6b982ef17.jpg
train,1,MH02DS9365,102PDS8365,4,False,0.502,/home/calua/number_plate/data/ocr/train/real_9de613365da9.jpg
train,1,KL53E964,53E9E964,4,False,0.761,/home/calua/number_plate/data/ocr/train/real_db7765d49119.jpg
train,1,GA03R9230,GAOER980,4,False,0.562,/home/calua/number_plate/data/ocr/train/real_efb76a710cb1.jpg
train,1,MH14DT8831,ADT8831,4,False,0.662,/home/calua/number_plate/data/ocr/train/real_3f717e8832f5.jpg
train,1,BR01AZ6290,BE0726290,4,False,0.558,/home/calua/number_plate/data/ocr/train/real_2b82607ecd5d.jpg
train,1,MH02CR8276,2CR276,4,False,0.573,/home/calua/number_plate/data/ocr/train/real_18e2ef48c2b5.jpg
train,1,MH02BJ2456,20HMBJ2456,4,False,0.65,/home/calua/number_plate/data/ocr/train/real_52e20966ecb0.jpg
train,1,KA04MN3622,KAA0ZMN313622,4,False,0.551,/home/calua/number_plate/data/ocr/train/real_989955db8425.jpg
train,1,MH02BQ9628,MEL02BQ96,4,False,0.7,/home/calua/number_plate/data/ocr/train/real_04b7b6ccc2bb.jpg
train,1,MH01AU0059,KRO1A00059,4,False,0.597,/home/calua/number_plate/data/ocr/train/real_ca80f438a293.jpg
train,1,MH02EP4454,CH021P6654,4,False,0.684,/home/calua/number_plate/data/ocr/train/real_bf17a1e6a50a.jpg
train,1,NL01T8152,WU017B152,4,False,0.671,/home/calua/number_plate/data/ocr/train/real_03dc40798361.jpg
train,1,MH02DJ8952,MHC02DJ4903,4,False,0.561,/home/calua/number_plate/data/ocr/train/real_7ac422eefc0a.jpg
train,1,MH02DS9365,MHH022DS939365,4,False,0.582,/home/calua/number_plate/data/ocr/train/real_538f4566a5cf.jpg
train,1,KL34A7564,AE4A7584,4,False,0.579,/home/calua/number_plate/data/ocr/train/real_a80131748acc.jpg
train,1,MH02DS9365,MH1028365,4,False,0.591,/home/calua/number_plate/data/ocr/train/real_99a7a0276d47.jpg
val,1,KL46R3613,CLA683813,4,False,0.531,/home/calua/number_plate/data/ocr/val/real_965f6e43f336.jpg
val,1,MH02EU4077,E024077,4,False,0.774,/home/calua/number_plate/data/ocr/val/real_20f6cae0c45e.jpg
val,1,PB11AG0774,P81460774,4,False,0.724,/home/calua/number_plate/data/ocr/val/real_fde9596b166a.jpg
val,1,PB11AG0774,P8IIA60774,4,False,0.656,/home/calua/number_plate/data/ocr/val/real_80ba0005bc1f.jpg
val,1,MH02EU4077,E024077,4,False,0.728,/home/calua/number_plate/data/ocr/val/real_2554f1d7e9b9.jpg
val,1,MH01AM5810,L011L5810,4,False,0.645,/home/calua/number_plate/data/ocr/val/real_0139ad87a8e7.jpg
val,1,GJ07BR1336,NDJ07BR13,4,False,0.615,/home/calua/number_plate/data/ocr/val/real_d2d5d60cf2c3.jpg
test,1,MH12SF3212,SF3212,4,False,0.746,/home/calua/number_plate/data/ocr/test/real_a7b7ca443720.jpg
test,1,MH02DZ9898,029898,4,False,0.526,/home/calua/number_plate/data/ocr/test/real_aefbb5deba13.jpg
test,1,MH14TCF460,TCF460,4,False,0.62,/home/calua/number_plate/data/ocr/test/real_a71156834b5a.jpg
test,1,MH02BT6482,MHO022BI66482,4,False,0.525,/home/calua/number_plate/data/ocr/test/real_b1720993f473.jpg
test,1,MH02BT6482,MH0228166482,4,False,0.611,/home/calua/number_plate/data/ocr/test/real_f14b5864fa15.jpg
test,1,MH02BT6482,MHO02BBI66482,4,False,0.552,/home/calua/number_plate/data/ocr/test/real_0dffc56a5a55.jpg
test,1,AP07AN3915,PDZAN391S,4,False,0.754,/home/calua/number_plate/data/ocr/test/real_cd6513dbe77a.jpg
test,1,MH02ER9194,INDMHO2ER9194,4,False,0.629,/home/calua/number_plate/data/ocr/test/real_2b3452424578.jpg
test,1,MH01AE8017,INDMHO01AE8017,4,False,0.73,/home/calua/number_plate/data/ocr/test/real_19d8792d4140.jpg
test,1,MH02BT6482,W蓬028I6482,4,False,0.609,/home/calua/number_plate/data/ocr/test/real_77521ffbfda7.jpg
test,1,MH02BT6482,MH0228166482,4,False,0.618,/home/calua/number_plate/data/ocr/test/real_e9440fd3333b.jpg
test,2,MH47AV6753,INDMH47AV67553,4,False,0.651,/home/calua/number_plate/data/ocr/test/real_7be241764319.jpg
train,1,MH47AG4326,HZ7AGL326,3,False,0.816,/home/calua/number_plate/data/ocr/train/real_d317f9709049.jpg
train,1,MH4705851,475851,3,False,0.633,/home/calua/number_plate/data/ocr/train/real_824abe0f69a4.jpg
train,1,RJ27TC0530,Q7TC0530,3,False,0.689,/home/calua/number_plate/data/ocr/train/real_820d168e010f.jpg
train,1,MH4705851,475851,3,False,0.54,/home/calua/number_plate/data/ocr/train/real_954df1fca8bc.jpg
train,1,MH20EE0943,MH2200943,3,False,0.552,/home/calua/number_plate/data/ocr/train/real_d7a1b442868f.jpg
train,1,MH05EJ3005,MHMH05EJJ3005,3,False,0.537,/home/calua/number_plate/data/ocr/train/real_04f69d3ef6dd.jpg
train,1,MH02DN8718,INDMH02DN8718,3,False,0.701,/home/calua/number_plate/data/ocr/train/real_f280d2e4b90f.jpg
train,1,MH4705851,475851,3,False,0.602,/home/calua/number_plate/data/ocr/train/real_a30e6a4c2d46.jpg
train,1,MH01AH8495,HHO1AH8Z95,3,False,0.779,/home/calua/number_plate/data/ocr/train/real_ecafd51d2d2c.jpg
train,1,JK02ACB876,X02AC8876,3,False,0.737,/home/calua/number_plate/data/ocr/train/real_65d39817cf4b.jpg
train,1,HR01W0080,HRO1X008C,3,False,0.584,/home/calua/number_plate/data/ocr/train/real_c925e5ac5cc3.jpg
train,1,MH20BY3665,MHH20BY366665,3,False,0.507,/home/calua/number_plate/data/ocr/train/real_9f5d6416b9a4.jpg
train,1,MH4705851,475851,3,False,0.519,/home/calua/number_plate/data/ocr/train/real_89537abbd861.jpg
train,1,MH4705851,475851,3,False,0.631,/home/calua/number_plate/data/ocr/train/real_da9ae82a615a.jpg
train,1,TN38BY4191,TN38BY4,3,False,0.785,/home/calua/number_plate/data/ocr/train/real_460d66017900.jpg
train,1,ML05L1434,SM5L1434,3,False,0.608,/home/calua/number_plate/data/ocr/train/real_650f97fccd25.jpg
train,1,MH02DN8718,INDMH02DN8718,3,False,0.733,/home/calua/number_plate/data/ocr/train/real_2ef000aaff9a.jpg
train,1,MH02DN8718,INDMH02DN8718,3,False,0.641,/home/calua/number_plate/data/ocr/train/real_47d08aadfcc3.jpg
train,1,MH14EU3498,INDMH14EU3498,3,False,0.626,/home/calua/number_plate/data/ocr/train/real_f300a50f05f8.jpg
train,1,MH02DS9365,MHH02DS933365,3,False,0.623,/home/calua/number_plate/data/ocr/train/real_8553d44069b5.jpg
train,1,SK01PB3596,ESK01P07596,3,False,0.695,/home/calua/number_plate/data/ocr/train/real_44bb7f0a3076.jpg
train,1,PB02CC7299,2CC7299,3,False,0.699,/home/calua/number_plate/data/ocr/train/real_3ceed139da34.jpg
train,1,OD25F7400,002577400,3,False,0.825,/home/calua/number_plate/data/ocr/train/real_aad82d345e40.jpg
train,1,RJ27TC0530,U2TC0530,3,False,0.67,/home/calua/number_plate/data/ocr/train/real_73d9cf6f555a.jpg
train,1,DL8CZ7230,DLC230,3,False,0.584,/home/calua/number_plate/data/ocr/train/real_525114ad7bae.jpg
train,1,MH01AU0059,KH01AUQ05S,3,False,0.688,/home/calua/number_plate/data/ocr/train/real_de623ac2378d.jpg
train,1,MH02DS9365,MHH02DS933365,3,False,0.505,/home/calua/number_plate/data/ocr/train/real_a13d8c49e3fb.jpg
train,1,MH14EY5972,话14E15972,3,False,0.772,/home/calua/number_plate/data/ocr/train/real_7cfbf449a3b5.jpg
train,1,MH02EE8407,THD2EE8207,3,False,0.762,/home/calua/number_plate/data/ocr/train/real_bbf6714b2a04.jpg
train,1,MH02DN8718,ONIMH02DN8718,3,False,0.616,/home/calua/number_plate/data/ocr/train/real_d11b69cda7d0.jpg
train,1,MH4705851,475851,3,False,0.622,/home/calua/number_plate/data/ocr/train/real_b36f875d0c09.jpg
train,1,MH02DS9365,MH022DS939365,3,False,0.544,/home/calua/number_plate/data/ocr/train/real_89ae10451ef6.jpg
train,1,KL43D4389,KL2302389,3,False,0.582,/home/calua/number_plate/data/ocr/train/real_3f4566bd7d3d.jpg
train,1,MH02BQ9628,TE02BQ9625,3,False,0.695,/home/calua/number_plate/data/ocr/train/real_a137f5d48933.jpg
train,1,MH4705851,MH5851,3,False,0.537,/home/calua/number_plate/data/ocr/train/real_e975c06a8bcc.jpg
train,1,MH02BQ9628,N02BQ9625,3,False,0.776,/home/calua/number_plate/data/ocr/train/real_664d9772044a.jpg
train,1,DL7CN5617,DL7C561717,3,False,0.56,/home/calua/number_plate/data/ocr/train/real_039d06b4721d.jpg
train,1,MH4705851,MH055851,3,False,0.59,/home/calua/number_plate/data/ocr/train/real_2f6b4a157c5a.jpg
train,1,KL54H369,KI5469,3,False,0.555,/home/calua/number_plate/data/ocr/train/real_06a27a40da9c.jpg
train,1,TN58AM1,TN558BAM,3,False,0.581,/home/calua/number_plate/data/ocr/train/real_eeddc35b76cf.jpg
train,1,TN58AM1,TN558BAM,3,False,0.595,/home/calua/number_plate/data/ocr/train/real_8be3170ee7cb.jpg
train,1,DL40NA7238,DLZNA723,3,False,0.704,/home/calua/number_plate/data/ocr/train/real_a49b3a9c59e8.jpg
train,1,MH02DN8718,INDMH02DN8718,3,False,0.68,/home/calua/number_plate/data/ocr/train/real_edd19cbac34f.jpg
train,1,TS18T3899,151813899,3,False,0.766,/home/calua/number_plate/data/ocr/train/real_cc5e81874a04.jpg
train,1,AN01K9412,FANDIK9412,3,False,0.762,/home/calua/number_plate/data/ocr/train/real_bad2beda5903.jpg
train,1,MH14FM6930,N14FV6930,3,False,0.606,/home/calua/number_plate/data/ocr/train/real_9059ec5002e4.jpg
train,1,MH20EE7597,MH2075597,3,False,0.597,/home/calua/number_plate/data/ocr/train/real_ec23dd246078.jpg
train,1,MH02DN8718,INDMH02DN8718,3,False,0.592,/home/calua/number_plate/data/ocr/train/real_ca3fd23a6f1e.jpg
train,1,MH02DS9365,MHH022DS3365,3,False,0.62,/home/calua/number_plate/data/ocr/train/real_11f474ea418e.jpg
train,1,MH02BQ9628,WL02BQ9629,3,False,0.72,/home/calua/number_plate/data/ocr/train/real_01c120c1ea3d.jpg
train,1,GJ01RK2430,GJO1RK2AC0,3,False,0.65,/home/calua/number_plate/data/ocr/train/real_fd202f10c852.jpg
train,1,GJ18BD5216,G18805216,3,False,0.847,/home/calua/number_plate/data/ocr/train/real_769f85c76bba.jpg
train,1,MH03CS6266,MH03CS8288,3,False,0.837,/home/calua/number_plate/data/ocr/train/real_e85b3d68e638.jpg
train,1,DL3CAY2231,DL3DL3CAY2231,3,False,0.688,/home/calua/number_plate/data/ocr/train/real_a6ed786a941e.jpg
train,1,MH02BQ9628,T02BQ9828,3,False,0.652,/home/calua/number_plate/data/ocr/train/real_a61fb2e33236.jpg
train,1,MH4705851,475851,3,False,0.562,/home/calua/number_plate/data/ocr/train/real_f509ebcbf136.jpg
train,1,OD22J9911,0022J991,3,False,0.596,/home/calua/number_plate/data/ocr/train/real_197c11ca44fe.jpg
train,1,AR08983,电08963,3,False,0.575,/home/calua/number_plate/data/ocr/train/real_05b8ca182f78.jpg
train,1,MH47N4570,7N4570,3,False,0.79,/home/calua/number_plate/data/ocr/train/real_f0c28930b8ec.jpg
train,1,MH02BQ9628,NE02BQ9625,3,False,0.777,/home/calua/number_plate/data/ocr/train/real_3505bc2fd63c.jpg
train,1,MH01AH8495,HO01AH8295,3,False,0.728,/home/calua/number_plate/data/ocr/train/real_173a449cc28c.jpg
train,1,MH01CT9150,HOICT9150,3,False,0.517,/home/calua/number_plate/data/ocr/train/real_c70775915e5c.jpg
train,1,GJ15CD0564,INDGJ15CD0564,3,False,0.673,/home/calua/number_plate/data/ocr/train/real_eece3d93700b.jpg
train,1,JH01AM2354,THOIAM2354,3,False,0.691,/home/calua/number_plate/data/ocr/train/real_44d90dc3c1c2.jpg
train,1,MH01AH8495,PDMHO1AH8495,3,False,0.562,/home/calua/number_plate/data/ocr/train/real_d03cf20c7a7d.jpg
train,1,DL10CG4693,INDDL10CG4693,3,False,0.523,/home/calua/number_plate/data/ocr/train/real_5b05f9631e01.jpg
train,1,KA51D9662,KA51D603,3,False,0.792,/home/calua/number_plate/data/ocr/train/real_631e796f3e9b.jpg
train,1,TS09EA4088,TEDEA4088,3,False,0.597,/home/calua/number_plate/data/ocr/train/real_ac7215eb80cb.jpg
train,1,MH02EK4399,N02EX4399,3,False,0.612,/home/calua/number_plate/data/ocr/train/real_ad87bd32d48f.jpg
train,1,MH01AM9839,ML01L9839,3,False,0.65,/home/calua/number_plate/data/ocr/train/real_0dfd4279afd9.jpg
train,1,WB26K2760,NA26E2760,3,False,0.582,/home/calua/number_plate/data/ocr/train/real_7607e1678c6c.jpg
train,1,MH14EU3498,INDMH14EU3498,3,False,0.714,/home/calua/number_plate/data/ocr/train/real_445eba1e2828.jpg
train,1,DL3CCQ0107,SDL33CC00107,3,False,0.615,/home/calua/number_plate/data/ocr/train/real_297eaf46d0ec.jpg
train,1,MH02DN8718,INOMH02DN8718,3,False,0.679,/home/calua/number_plate/data/ocr/train/real_475c185a6ed2.jpg
train,1,MH02FN2783,INOMH02FN2783,3,False,0.622,/home/calua/number_plate/data/ocr/train/real_d69f40f405ab.jpg
train,1,GJ15CD0564,INDGJ15CD0564,3,False,0.661,/home/calua/number_plate/data/ocr/train/real_c66cbb9e25b0.jpg
train,1,HR01H4731,SHROTH4731,3,False,0.746,/home/calua/number_plate/data/ocr/train/real_f5f9cf4a1c9a.jpg
train,1,MH02DS9365,MH1022DS69365,3,False,0.609,/home/calua/number_plate/data/ocr/train/real_02c077814cc0.jpg
train,1,MH13BN4348,MH134328,3,False,0.695,/home/calua/number_plate/data/ocr/train/real_0a11891f68de.jpg
val,1,KL25B2001,255B2001,3,False,0.656,/home/calua/number_plate/data/ocr/val/real_d8c9e369a261.jpg
val,1,DL3CCK8019,EOL3CCX8019,3,False,0.769,/home/calua/number_plate/data/ocr/val/real_0ab606fc546d.jpg
val,1,MH14EH7958,MHEH17958,3,False,0.59,/home/calua/number_plate/data/ocr/val/real_ff084558ffee.jpg
val,1,JK01D8354,CJX0108354,3,False,0.636,/home/calua/number_plate/data/ocr/val/real_07157319cbc8.jpg
val,1,MH46X9996,INOMH46X9996,3,False,0.569,/home/calua/number_plate/data/ocr/val/real_dd4ec0baef59.jpg
val,1,AP2D4014,AP2D10,3,False,0.666,/home/calua/number_plate/data/ocr/val/real_49635ace274f.jpg
val,1,MH14EH7958,MHEH17958,3,False,0.615,/home/calua/number_plate/data/ocr/val/real_bbe7bb764b79.jpg
val,1,MH12DE1433,2DE1433,3,False,0.717,/home/calua/number_plate/data/ocr/val/real_b5ef4c5aed11.jpg
val,1,PY01AH9067,PYQIAH906,3,False,0.721,/home/calua/number_plate/data/ocr/val/real_bc0757168369.jpg
val,1,TN63BV7954,TH638V7952,3,False,0.738,/home/calua/number_plate/data/ocr/val/real_9b6717e73c39.jpg
val,1,MH01AM5810,DIN01AM5810,3,False,0.618,/home/calua/number_plate/data/ocr/val/real_19027e65a20e.jpg
val,1,TN74AL5074,TN7ZAL5507,3,False,0.648,/home/calua/number_plate/data/ocr/val/real_b4a54eab8c78.jpg
val,1,MH14EH7958,MH4EH717958,3,False,0.597,/home/calua/number_plate/data/ocr/val/real_112787e1ee63.jpg
val,1,PB11AG0774,P811460774,3,False,0.838,/home/calua/number_plate/data/ocr/val/real_cc888bae4353.jpg
val,1,TN74AL5074,TN7LAL5507,3,False,0.646,/home/calua/number_plate/data/ocr/val/real_06759c8d13bb.jpg
val,1,MH01DT1917,INDMH01DT1917,3,False,0.723,/home/calua/number_plate/data/ocr/val/real_982f61e67643.jpg
test,1,KL454455,254455,3,False,0.54,/home/calua/number_plate/data/ocr/test/real_da0bd5a336c9.jpg
test,1,TN42R2697,TN42692,3,False,0.747,/home/calua/number_plate/data/ocr/test/real_3b7a4fa1cada.jpg
test,1,AS01BF9673,PAS018F9573,3,False,0.706,/home/calua/number_plate/data/ocr/test/real_339e4f240b80.jpg
test,1,HR26DK0830,INOHR26DK0830,3,False,0.539,/home/calua/number_plate/data/ocr/test/real_d82bd0f0861d.jpg
test,1,MH02BT6482,MH022BIE6482,3,False,0.565,/home/calua/number_plate/data/ocr/test/real_0a59f418a57a.jpg
test,1,MH47AV6753,INDMH47AV6753,3,False,0.614,/home/calua/number_plate/data/ocr/test/real_e9ff51a92de8.jpg
test,1,MH02BT6482,MHO022BI6482,3,False,0.657,/home/calua/number_plate/data/ocr/test/real_1a8eeb10e10d.jpg
test,1,MH02BT6482,MH022BI66482,3,False,0.663,/home/calua/number_plate/data/ocr/test/real_f6f64ef5cbce.jpg
test,1,TN38BW1139,TNN388BW11139,3,False,0.643,/home/calua/number_plate/data/ocr/test/real_03a5fb0693b2.jpg
test,1,TN42R2697,TN42L692,3,False,0.66,/home/calua/number_plate/data/ocr/test/real_6a235cd1c263.jpg
test,1,MH02ER9194,HO2ER919,3,False,0.74,/home/calua/number_plate/data/ocr/test/real_9f189122a2b9.jpg
test,1,MH01AE8017,INDMH01AE8017,3,False,0.732,/home/calua/number_plate/data/ocr/test/real_070b3c9ec4c2.jpg
test,1,MH01DB1477,MHO1DB141477,3,False,0.773,/home/calua/number_plate/data/ocr/test/real_d768572ba34f.jpg
test,1,MH02BT6482,WE02BI6482,3,False,0.765,/home/calua/number_plate/data/ocr/test/real_5080d53ba5d2.jpg
test,1,MH02BT6482,MHO02BIE6482,3,False,0.59,/home/calua/number_plate/data/ocr/test/real_5b79b4cfb0e6.jpg
test,1,WB02A03017,B02AD307,3,False,0.605,/home/calua/number_plate/data/ocr/test/real_2fc96f5004d6.jpg
